0.054,0.048,0.05,0.051,0.044,0.052,0.049,0.048,0.0574,0.046,0.057,0.059,0.05,0.05,0.055,0.105,0.038,5.6888,0.055,0.054,0.045,0.052,0.047,0.045,0.052,0.074,0.057,0.04,0.055,0.055,0.039,0.1048,0.051,0.049,0.058,0.054,0.036,0.052,0.1,0.046,0.029,0.061,0.057,0.045,0.048,0.046,0.057,0.041,0.039,0.046,0.05,0.048,0.05,0.051,0.051,0.052,0.042,0.053,0.036,0.045,0.052,0.042,0.051,0.04,0.052,0.057,0.05,0.054,0.266,0.061,0.054,0.06,0.049,0.054,0.055,0.053,0.141,0.052,0.061,3.144,0.238,0.055,0.067,0.052,0.129,0.054,0.058,0.045,0.043,0.052,0.053,0.051,0.048,0.052,0.055,0.058,0.05,0.048,0.052,0.05
0.054,0.048,0.05,0.0768,0.044,0.052,0.049,0.0856,0.083,0.046,0.057,0.059,0.05,0.05,0.055,0.137,0.038,0.5454,0.103,0.054,0.045,0.052,0.047,0.045,0.052,0.1958,0.057,0.04,0.055,0.055,0.039,0.9632,0.051,0.049,0.058,0.054,0.036,0.052,0.154,0.046,0.029,0.061,0.057,0.045,0.048,0.07,0.0994,0.041,0.039,0.046,0.05,0.048,0.05,0.051,0.051,0.0776,0.042,0.053,0.036,0.045,0.052,0.042,0.051,0.04,0.052,0.057,0.05,0.054,0.5128,0.061,0.054,0.06,0.049,0.054,0.055,0.053,0.0922,0.052,0.061,3.26,0.274,0.055,0.055,0.052,0.157,0.054,0.058,0.045,0.043,0.052,0.053,0.051,0.048,0.052,0.055,0.058,0.05,0.048,0.052,0.05
0.054,0.048,0.05,0.072,0.044,0.052,0.049,0.048,0.131,0.046,0.057,0.2558,0.05,0.05,0.055,1.3048,0.038,1.0196,0.2934,0.054,0.045,0.052,0.047,0.045,0.052,0.3382,0.057,0.04,0.055,0.055,0.039,3.6068,0.051,0.049,0.058,0.153,0.036,0.052,0.534,0.046,0.029,0.061,0.057,0.0842,0.048,0.046,0.163,0.041,0.039,0.046,0.05,0.048,0.05,0.051,0.051,0.18,0.042,0.053,0.036,0.045,0.052,0.042,0.051,0.04,0.052,0.057,0.05,0.054,0.436,0.061,0.054,0.06,0.049,0.054,0.055,0.053,0.269,0.052,0.061,3.276,0.3296,0.055,0.055,0.052,0.173,0.054,0.058,0.045,0.043,0.052,0.053,0.051,0.048,0.052,0.055,0.058,0.05,0.048,0.052,0.05
0.054,0.048,0.05,0.096,0.044,0.052,0.049,0.048,0.16,0.046,0.057,0.2916,0.05,0.05,0.055,3.27,0.038,0.272,0.335,0.054,0.045,0.052,0.047,0.045,0.128,0.8578,0.0924,0.04,0.055,0.055,0.039,3.641,0.051,0.049,0.058,0.153,0.036,0.052,0.382,0.046,0.153,0.061,0.057,0.143,0.048,0.046,0.244,0.041,0.039,0.163,0.05,0.0862,0.05,0.051,0.051,0.18,0.042,0.053,0.036,0.045,0.052,0.042,0.051,0.04,0.052,0.057,0.05,0.054,0.4934,0.061,0.054,0.06,0.049,0.054,0.055,0.053,0.2936,0.274,0.061,3.272,0.372,0.055,0.055,0.052,0.1802,0.054,0.1144,0.045,0.043,0.052,0.053,0.051,0.048,0.052,0.055,0.058,0.05,0.048,0.052,0.05
0.268,0.048,0.05,0.0826,0.044,0.052,0.049,0.048,0.124,0.046,0.057,0.294,0.2108,0.05,0.055,0.047,0.038,0.312,0.335,0.054,0.045,0.052,0.1982,0.045,0.189,2.575,0.234,0.04,0.1274,0.055,0.039,3.709,0.051,0.049,0.058,0.153,0.036,0.052,0.3452,0.046,0.184,0.1454,0.057,0.143,0.048,0.046,0.298,0.041,0.039,0.241,0.05,0.2426,0.1772,0.051,0.051,0.18,0.042,0.053,0.036,0.181,0.052,0.108,0.051,0.1752,0.052,0.057,0.05,0.054,0.357,0.061,0.054,0.06,0.049,0.054,0.055,0.053,0.314,0.274,0.061,0.2906,0.458,0.055,0.055,0.052,0.2174,0.054,0.152,0.045,0.043,0.052,0.053,0.2198,0.048,0.052,0.055,0.058,0.05,0.048,0.052,0.05
0.268,0.1008,0.05,0.1916,0.044,0.052,0.049,0.048,0.2632,0.046,0.096,0.2792,0.251,0.05,0.055,0.047,0.038,0.272,0.335,0.054,0.045,0.052,0.236,0.045,0.357,2.6822,0.234,0.04,0.236,0.055,0.039,2.9858,0.051,0.049,0.058,0.1134,0.036,0.052,0.506,0.046,0.2312,0.272,0.057,0.143,0.048,0.0556,0.2132,0.041,0.039,0.241,0.05,0.1858,0.209,0.051,0.241,0.1032,0.042,0.053,0.036,0.215,0.052,0.152,0.051,0.209,0.052,0.057,0.05,0.054,0.237,0.061,0.054,0.06,0.049,0.054,0.055,0.053,0.332,0.274,0.061,0.4676,0.4292,0.055,0.055,0.052,5.3948,0.054,0.152,0.045,0.043,0.052,0.088,0.262,0.048,0.052,0.055,0.058,0.05,0.048,0.052,0.05
0.268,0.18,0.05,0.2922,0.044,0.1188,0.049,0.048,0.43,0.046,0.252,0.3556,0.251,0.05,0.055,0.047,0.038,0.296,0.2518,0.168,0.045,0.052,0.236,0.045,0.338,2.4892,0.234,0.04,0.236,0.055,0.039,0.3662,0.051,0.1102,0.058,0.054,0.036,0.052,0.6668,0.046,0.42,0.272,0.057,0.0646,0.048,0.046,0.192,0.041,0.039,0.241,0.05,0.1508,0.209,0.051,0.241,0.052,0.042,0.053,0.036,0.215,0.052,0.152,0.1966,0.209,0.052,0.057,0.05,0.054,0.1498,0.061,0.054,0.2294,0.234,0.054,0.055,0.053,0.356,0.3472,0.061,0.468,0.4376,0.055,0.055,0.052,1.5122,0.054,0.152,0.045,0.043,0.174,0.228,0.262,0.048,0.052,0.055,0.058,0.05,0.048,0.052,0.05
0.268,0.18,0.05,0.4986,0.044,0.219,0.049,0.048,0.446,0.046,0.252,0.53,0.251,0.05,0.055,0.047,0.038,0.366,0.167,0.168,0.045,0.052,0.236,0.045,0.262,2.366,0.234,0.04,0.236,0.055,0.039,0.348,0.051,0.151,0.058,0.054,0.036,0.052,0.614,0.046,0.296,0.1454,0.057,0.045,0.048,0.046,0.111,0.041,0.039,0.409,0.05,0.3696,0.209,0.051,0.241,0.052,0.042,0.053,0.036,0.045,0.052,0.152,0.233,0.209,0.052,0.057,0.05,0.054,0.128,0.061,0.054,0.383,0.234,0.054,0.055,0.053,0.36,0.3238,0.061,0.5326,0.4484,0.055,0.055,0.052,0.231,0.054,0.058,0.045,0.043,0.359,0.228,0.262,0.048,0.052,0.055,0.058,0.05,0.048,0.0714,0.05
0.1396,0.18,0.05,0.534,0.044,0.219,0.049,0.048,0.422,0.046,0.252,1.3924,0.1706,0.05,0.055,0.047,0.038,0.502,0.3054,0.168,0.045,0.052,0.1604,0.045,0.262,0.434,0.0924,0.04,0.236,0.055,0.039,0.348,0.051,0.344,0.058,0.054,0.1084,0.052,0.6004,0.046,0.265,0.169,0.057,0.045,0.048,0.046,0.057,0.041,0.039,0.253,0.05,0.341,0.1454,0.051,0.241,0.052,0.042,0.053,0.036,0.045,0.052,0.042,0.233,0.0738,0.052,0.057,0.05,0.054,0.253,0.061,0.054,0.383,0.197,0.054,0.055,0.1146,0.5128,0.235,0.061,1.0388,0.049,0.055,0.055,0.052,0.037,0.0838,0.058,0.045,0.043,0.359,0.228,0.1776,0.048,0.052,0.055,0.058,0.05,0.048,0.149,0.05
0.054,0.0744,0.05,0.594,0.107,0.219,0.049,0.048,0.3796,0.046,0.252,0.9812,0.05,0.05,0.055,0.047,0.038,0.478,0.374,0.1224,0.045,0.052,0.047,0.045,0.094,0.3904,0.057,0.04,0.055,0.055,0.039,0.316,0.051,0.344,0.058,0.054,0.217,0.052,0.574,0.046,0.288,0.196,0.1402,0.045,0.048,0.046,0.057,0.041,0.039,0.2116,0.05,0.341,0.05,0.051,0.127,0.052,0.042,0.053,0.1814,0.045,0.052,0.042,0.051,0.04,0.052,0.057,0.05,0.054,0.253,0.061,0.054,0.383,0.049,0.054,0.055,0.207,0.494,0.1252,0.061,1.014,0.049,0.055,0.055,0.052,0.037,0.203,0.058,0.045,0.043,0.3388,0.228,0.051,0.048,0.052,0.055,0.058,0.05,0.048,0.149,0.05
